f;u;r;value
Cuarto de Pollo Superior;7;2;0.0
Cuarto de Pollo Superior;8;2;323.7699690253254
Muslo Entero;1;2;0.0
Muslo Entero;2;2;0.0
Muslo Entero;3;2;0.0
Muslo Entero;4;2;0.0
Muslo Entero;5;2;0.0
Muslo Entero;6;2;0.0
Muslo Entero;7;2;0.0
Muslo Entero;8;2;340.39010695105355
Pechuga Completa;1;2;0.0
Pechuga Completa;2;2;0.0
Pechuga Completa;3;2;0.0
Pechuga Completa;4;2;0.0
Pechuga Completa;5;2;0.0
Pechuga Completa;6;2;0.0
Pechuga Completa;7;2;0.0
Pechuga Completa;8;2;555.7816789471557
Ala Completa;1;2;0.0
Ala Completa;2;2;0.0
Ala Completa;3;2;0.0
Ala Completa;4;2;0.0
Ala Completa;5;2;0.0
Ala Completa;6;2;0.0
Ala Completa;7;2;0.0
Ala Completa;8;2;227.08571512223352
Media Pechuga;1;2;0.0
Media Pechuga;2;2;0.0
Media Pechuga;3;2;0.0
Media Pechuga;4;2;0.0
Media Pechuga;5;2;0.0
Media Pechuga;6;2;0.0
Media Pechuga;7;2;0.0
Media Pechuga;8;2;1273.4138652417996
Blanqueta;1;2;0.0
Blanqueta;2;2;0.0
Blanqueta;3;2;0.0
Blanqueta;4;2;0.0
Blanqueta;5;2;0.0
Blanqueta;6;2;0.0
Blanqueta;7;2;0.0
Blanqueta;8;2;0.0
Alón;1;2;0.0
Alón;2;2;0.0
Alón;3;2;0.0
Alón;4;2;0.0
Alón;5;2;0.0
Alón;6;2;0.0
Alón;7;2;0.0
Alón;8;2;0.0
Punta;1;2;0.0
Punta;2;2;0.0
Punta;3;2;0.0
Punta;4;2;0.0
Punta;5;2;0.0
Punta;6;2;0.0
Punta;7;2;0.0
Punta;8;2;0.0
Jamoncito;1;2;0.0
Jamoncito;2;2;0.0
Jamoncito;3;2;0.0
Jamoncito;4;2;0.0
Jamoncito;5;2;0.0
Jamoncito;6;2;0.0
Jamoncito;7;2;0.0
Jamoncito;8;2;0.0
Medio Muslo;1;2;0.0
Medio Muslo;2;2;0.0
Medio Muslo;3;2;0.0
Medio Muslo;4;2;0.0
Medio Muslo;5;2;0.0
Medio Muslo;6;2;0.0
Medio Muslo;7;2;0.0
Medio Muslo;8;2;106.5191742822692
Entero;1;3;0.0
Entero;2;3;0.0
Entero;3;3;0.0
Entero;4;3;0.0
Entero;5;3;0.0
Entero;6;3;0.0
Entero;7;3;0.0
Entero;8;3;247.92681089704098
Medio Pollo;1;3;0.0
Medio Pollo;2;3;0.0
Medio Pollo;3;3;0.0
Medio Pollo;4;3;0.0
Medio Pollo;5;3;0.0
Medio Pollo;6;3;0.0
Medio Pollo;7;3;0.0
Medio Pollo;8;3;169.6764040021959
Medio Pollo Superior;1;3;0.0
Medio Pollo Superior;2;3;0.0
Medio Pollo Superior;3;3;0.0
Medio Pollo Superior;4;3;0.0
Medio Pollo Superior;5;3;0.0
Medio Pollo Superior;6;3;0.0
Medio Pollo Superior;7;3;0.0
Medio Pollo Superior;8;3;0.0
Medio Pollo Inferior;1;3;0.0
Medio Pollo Inferior;2;3;0.0
Medio Pollo Inferior;3;3;0.0
Medio Pollo Inferior;4;3;0.0
Medio Pollo Inferior;5;3;0.0
Medio Pollo Inferior;6;3;0.0
Medio Pollo Inferior;7;3;0.0
Medio Pollo Inferior;8;3;520.8439080089834
Cuarto de Pollo Superior;1;3;0.0
Cuarto de Pollo Superior;2;3;0.0
Cuarto de Pollo Superior;3;3;0.0
Cuarto de Pollo Superior;4;3;0.0
Cuarto de Pollo Superior;5;3;0.0
Cuarto de Pollo Superior;6;3;0.0
Cuarto de Pollo Superior;7;3;47.60864184107004
Cuarto de Pollo Superior;8;3;955.4516129032259
Muslo Entero;1;3;0.0
Muslo Entero;2;3;0.0
Muslo Entero;3;3;0.0
Muslo Entero;4;3;0.0
Muslo Entero;5;3;0.0
Muslo Entero;6;3;0.0
Muslo Entero;7;3;0.0
Muslo Entero;8;3;149.21804360832755
Pechuga Completa;1;3;0.0
Pechuga Completa;2;3;0.0
Pechuga Completa;3;3;0.0
Pechuga Completa;4;3;0.0
Pechuga Completa;5;3;0.0
Pechuga Completa;6;3;0.0
Pechuga Completa;7;3;0.0
Pechuga Completa;8;3;0.0
Ala Completa;1;3;0.0
Ala Completa;2;3;0.0
Ala Completa;3;3;0.0
Ala Completa;4;3;0.0
Ala Completa;5;3;0.0
Ala Completa;6;3;0.0
Ala Completa;7;3;0.0
Ala Completa;8;3;484.10292245028756
Media Pechuga;1;3;0.0
Media Pechuga;2;3;0.0
Media Pechuga;3;3;0.0
Media Pechuga;4;3;0.0
Media Pechuga;5;3;0.0
Media Pechuga;6;3;0.0
Media Pechuga;7;3;0.0
Media Pechuga;8;3;274.4749591610507
Blanqueta;1;3;0.0
Blanqueta;2;3;0.0
Blanqueta;3;3;0.0
Blanqueta;4;3;0.0
Blanqueta;5;3;0.0
Blanqueta;6;3;0.0
Blanqueta;7;3;0.0
Blanqueta;8;3;0.0
Alón;1;3;0.0
Alón;2;3;0.0
Alón;3;3;0.0
Alón;4;3;0.0
Alón;5;3;0.0
Alón;6;3;0.0
Alón;7;3;0.0
Alón;8;3;0.0
Punta;1;3;0.0
Punta;2;3;0.0
Punta;3;3;0.0
Punta;4;3;0.0
Punta;5;3;0.0
Punta;6;3;0.0
Punta;7;3;0.0
Punta;8;3;0.0
Jamoncito;1;3;0.0
Jamoncito;2;3;0.0
Jamoncito;3;3;0.0
Jamoncito;4;3;0.0
Jamoncito;5;3;0.0
Jamoncito;6;3;0.0
Jamoncito;7;3;0.0
Jamoncito;8;3;741.8983114402421
Medio Muslo;1;3;0.0
Medio Muslo;2;3;0.0
Medio Muslo;3;3;0.0
Medio Muslo;4;3;0.0
Medio Muslo;5;3;0.0
Medio Muslo;6;3;0.0
Medio Muslo;7;3;0.0
Medio Muslo;8;3;663.2380343893876
Entero;1;4;0.0
Entero;2;4;0.0
Entero;3;4;0.0
Entero;4;4;0.0
Entero;5;4;0.0
Entero;6;4;0.0
Entero;7;4;0.0
Entero;8;4;0.0
Medio Pollo;1;4;0.0
Medio Pollo;2;4;0.0
Medio Pollo;3;4;0.0
Medio Pollo;4;4;0.0
Medio Pollo;5;4;0.0
Medio Pollo;6;4;0.0
Medio Pollo;7;4;0.0
Medio Pollo;8;4;81.7020347746705
Medio Pollo Superior;1;4;0.0
Medio Pollo Superior;2;4;0.0
Medio Pollo Superior;3;4;0.0
Medio Pollo Superior;4;4;0.0
Medio Pollo Superior;5;4;0.0
Medio Pollo Superior;6;4;0.0
Medio Pollo Superior;7;4;0.0
Medio Pollo Superior;8;4;65.99329396259088
Medio Pollo Inferior;1;4;0.0
Medio Pollo Inferior;2;4;0.0
Medio Pollo Inferior;3;4;0.0
Medio Pollo Inferior;4;4;0.0
Medio Pollo Inferior;5;4;0.0
Medio Pollo Inferior;6;4;0.0
Medio Pollo Inferior;7;4;0.0
Medio Pollo Inferior;8;4;0.0
Cuarto de Pollo Superior;1;4;0.0
Cuarto de Pollo Superior;2;4;0.0
Cuarto de Pollo Superior;3;4;0.0
Cuarto de Pollo Superior;4;4;0.0
Cuarto de Pollo Superior;5;4;0.0
Cuarto de Pollo Superior;6;4;0.0
Cuarto de Pollo Superior;7;4;0.0
Cuarto de Pollo Superior;8;4;0.0
Muslo Entero;1;4;0.0
Muslo Entero;2;4;0.0
Muslo Entero;3;4;0.0
Muslo Entero;4;4;0.0
Muslo Entero;5;4;0.0
Muslo Entero;6;4;0.0
Muslo Entero;7;4;0.0
Muslo Entero;8;4;0.0
Pechuga Completa;1;4;0.0
Pechuga Completa;2;4;0.0
Pechuga Completa;3;4;0.0
Pechuga Completa;4;4;0.0
Pechuga Completa;5;4;0.0
Pechuga Completa;6;4;0.0
Pechuga Completa;7;4;0.0
Pechuga Completa;8;4;120.56369952558225
Ala Completa;1;4;0.0
Ala Completa;2;4;0.0
Ala Completa;3;4;0.0
Ala Completa;4;4;0.0
Ala Completa;5;4;0.0
Ala Completa;6;4;0.0
Ala Completa;7;4;0.0
Ala Completa;8;4;576.6293632011561
Media Pechuga;1;4;0.0
Media Pechuga;2;4;0.0
Media Pechuga;3;4;0.0
Media Pechuga;4;4;0.0
Media Pechuga;5;4;0.0
Media Pechuga;6;4;0.0
Media Pechuga;7;4;56.40658975914744
Media Pechuga;8;4;1648.0645161290322
Blanqueta;1;4;0.0
Blanqueta;2;4;0.0
Blanqueta;3;4;0.0
Blanqueta;4;4;0.0
Blanqueta;5;4;0.0
Blanqueta;6;4;0.0
Blanqueta;7;4;0.0
Blanqueta;8;4;0.0
Alón;1;4;0.0
Alón;2;4;0.0
Alón;3;4;0.0
Alón;4;4;0.0
Alón;5;4;0.0
Alón;6;4;0.0
Alón;7;4;0.0
Alón;8;4;0.0
Punta;1;4;0.0
Punta;2;4;0.0
Punta;3;4;0.0
Punta;4;4;0.0
Punta;5;4;0.0
Punta;6;4;0.0
Punta;7;4;0.0
Punta;8;4;0.0
Jamoncito;1;4;0.0
Jamoncito;2;4;0.0
Jamoncito;3;4;0.0
Jamoncito;4;4;0.0
Jamoncito;5;4;0.0
Jamoncito;6;4;0.0
Jamoncito;7;4;0.0
Jamoncito;8;4;125.2302037030853
Medio Muslo;1;4;0.0
Medio Muslo;2;4;0.0
Medio Muslo;3;4;0.0
Medio Muslo;4;4;0.0
Medio Muslo;5;4;0.0
Medio Muslo;6;4;0.0
Medio Muslo;7;4;0.0
Medio Muslo;8;4;606.2833787890002
Entero;1;5;0.0
Entero;2;5;0.0
Entero;3;5;0.0
Entero;4;5;0.0
Entero;5;5;0.0
Entero;6;5;0.0
Entero;7;5;0.0
Entero;8;5;0.0
Medio Pollo;1;5;0.0
Medio Pollo;2;5;0.0
Medio Pollo;3;5;0.0
Medio Pollo;4;5;0.0
Medio Pollo;5;5;0.0
Medio Pollo;6;5;0.0
Medio Pollo;7;5;0.0
Medio Pollo;8;5;61.69661363155677
Medio Pollo Superior;1;5;0.0
Medio Pollo Superior;2;5;0.0
Medio Pollo Superior;3;5;0.0
Medio Pollo Superior;4;5;0.0
Medio Pollo Superior;5;5;0.0
Medio Pollo Superior;6;5;0.0
Medio Pollo Superior;7;5;0.0
Medio Pollo Superior;8;5;346.8981657867615
Medio Pollo Inferior;1;5;0.0
Medio Pollo Inferior;2;5;0.0
Medio Pollo Inferior;3;5;0.0
Medio Pollo Inferior;4;5;0.0
Medio Pollo Inferior;5;5;0.0
Medio Pollo Inferior;6;5;0.0
Medio Pollo Inferior;7;5;0.0
Medio Pollo Inferior;8;5;528.5401807310618
Cuarto de Pollo Superior;1;5;0.0
Cuarto de Pollo Superior;2;5;0.0
Cuarto de Pollo Superior;3;5;0.0
Cuarto de Pollo Superior;4;5;0.0
Cuarto de Pollo Superior;5;5;0.0
Cuarto de Pollo Superior;6;5;0.0
Cuarto de Pollo Superior;7;5;0.0
Cuarto de Pollo Superior;8;5;212.96002402429178
Muslo Entero;1;5;0.0
Muslo Entero;2;5;0.0
Muslo Entero;3;5;0.0
Muslo Entero;4;5;0.0
Muslo Entero;5;5;0.0
Muslo Entero;6;5;0.0
Muslo Entero;7;5;0.0
Muslo Entero;8;5;170.52245365641363
Pechuga Completa;1;5;0.0
Pechuga Completa;2;5;0.0
Pechuga Completa;3;5;0.0
Pechuga Completa;4;5;0.0
Pechuga Completa;5;5;0.0
Pechuga Completa;6;5;0.0
Pechuga Completa;7;5;159.0740757812407
Pechuga Completa;8;5;1329.1935483870968
Ala Completa;1;5;0.0
Ala Completa;2;5;0.0
Ala Completa;3;5;0.0
Ala Completa;4;5;0.0
Ala Completa;5;5;0.0
Ala Completa;6;5;0.0
Ala Completa;7;5;0.0
Ala Completa;8;5;114.6332146446278
Media Pechuga;1;5;0.0
Media Pechuga;2;5;0.0
Media Pechuga;3;5;0.0
Media Pechuga;4;5;0.0
Media Pechuga;5;5;0.0
Media Pechuga;6;5;0.0
Media Pechuga;7;5;0.0
Media Pechuga;8;5;0.0
Blanqueta;1;5;0.0
Blanqueta;2;5;0.0
Blanqueta;3;5;0.0
Blanqueta;4;5;0.0
Blanqueta;5;5;0.0
Blanqueta;6;5;0.0
Blanqueta;7;5;0.0
Blanqueta;8;5;0.0
Alón;1;5;0.0
Alón;2;5;0.0
Alón;3;5;0.0
Alón;4;5;0.0
Alón;5;5;0.0
Alón;6;5;0.0
Alón;7;5;0.0
Alón;8;5;0.0
Punta;1;5;0.0
Punta;2;5;0.0
Punta;3;5;0.0
Punta;4;5;0.0
Punta;5;5;0.0
Punta;6;5;0.0
Punta;7;5;0.0
Punta;8;5;0.0
Jamoncito;1;5;0.0
Jamoncito;2;5;0.0
Jamoncito;3;5;0.0
Jamoncito;4;5;0.0
Jamoncito;5;5;0.0
Jamoncito;6;5;0.0
Jamoncito;7;5;0.0
Jamoncito;8;5;0.0
Medio Muslo;1;5;0.0
Medio Muslo;2;5;0.0
Medio Muslo;3;5;0.0
Medio Muslo;4;5;0.0
Medio Muslo;5;5;0.0
Medio Muslo;6;5;0.0
Medio Muslo;7;5;0.0
Medio Muslo;8;5;0.0
