f;t;r;value
Entero;1;1;546.1577171058885
Medio Pollo;1;1;675.8299694462099
Medio Pollo Superior;1;1;586.233636586372
Medio Pollo Inferior;1;1;805.315165197441
Cuarto de Pollo Superior;1;1;751.941050408325
Muslo Entero;1;1;634.3576614004628
Pechuga Completa;1;1;954.4927176859399
Ala Completa;1;1;383.70516865462116
Media Pechuga;1;1;1468.1667347644377
Blanqueta;1;1;1.062629152619788e-12
Alón;1;1;0.0
Punta;1;1;0.0
Jamoncito;1;1;860.9329615010877
Medio Muslo;1;1;897.9101475045284
Entero;2;1;491.32425838382477
Medio Pollo;2;1;694.2360691389011
Medio Pollo Superior;2;1;953.1672228228267
Medio Pollo Inferior;2;1;458.41061313942055
Cuarto de Pollo Superior;2;1;1145.665273798266
Muslo Entero;2;1;632.4704914421535
Pechuga Completa;2;1;1343.5488236749763
Ala Completa;2;1;439.21415854638667
Media Pechuga;2;1;1115.6070846090875
Blanqueta;2;1;1.2238384166141864e-12
Alón;2;1;0.0
Punta;2;1;0.0
Jamoncito;2;1;873.2865907799031
Medio Muslo;2;1;2032.7614295050878
Entero;3;1;320.87533002718885
Medio Pollo;3;1;649.4878074388131
Medio Pollo Superior;3;1;824.3593092616426
Medio Pollo Inferior;3;1;886.4550236200506
Cuarto de Pollo Superior;3;1;666.0158871367839
Muslo Entero;3;1;1045.6428394125019
Pechuga Completa;3;1;864.8801308682838
Ala Completa;3;1;635.2890596704428
Media Pechuga;3;1;1548.5948272428052
Blanqueta;3;1;5.546713110584254e-13
Alón;3;1;0.0
Punta;3;1;0.0
Jamoncito;3;1;1091.1895207769046
Medio Muslo;3;1;1938.5942883660505
Entero;4;1;352.86759732379664
Medio Pollo;4;1;414.6235451916086
Medio Pollo Superior;4;1;929.0417095738239
Medio Pollo Inferior;4;1;919.8844605645905
Cuarto de Pollo Superior;4;1;1260.635271717301
Muslo Entero;4;1;922.5396021924347
Pechuga Completa;4;1;1338.8185237330365
Ala Completa;4;1;472.16793093498677
Media Pechuga;4;1;1556.746015568364
Blanqueta;4;1;9.214725307005448e-13
Alón;4;1;0.0
Punta;4;1;0.0
Jamoncito;4;1;1102.551422461023
Medio Muslo;4;1;958.7288326297355
Entero;5;1;414.59736581976097
Medio Pollo;5;1;341.5049445362437
Medio Pollo Superior;5;1;806.6247451894851
Medio Pollo Inferior;5;1;809.4574416441649
Cuarto de Pollo Superior;5;1;1276.209913824186
Muslo Entero;5;1;860.6238024929208
Pechuga Completa;5;1;1205.33274695536
Ala Completa;5;1;413.87479798258346
Media Pechuga;5;1;1247.2078163676217
Blanqueta;5;1;1.1980163121442296e-12
Alón;5;1;0.0
Punta;5;1;0.0
Jamoncito;5;1;763.4451158522959
Medio Muslo;5;1;1781.5179533131866
Entero;6;1;341.40484724013345
Medio Pollo;6;1;714.3923624182245
Medio Pollo Superior;6;1;555.28419661997
Medio Pollo Inferior;6;1;657.4089068264547
Cuarto de Pollo Superior;6;1;1278.696696662431
Muslo Entero;6;1;599.9987037718014
Pechuga Completa;6;1;1822.801944344938
Ala Completa;6;1;523.1100055892093
Media Pechuga;6;1;1792.5546010934836
Blanqueta;6;1;7.201663699677016e-13
Alón;6;1;1.583899602212975e-12
Punta;6;1;0.0
Jamoncito;6;1;875.9480525685981
