f;u;r;value
Cuarto de Pollo Superior;7;2;0.0
Cuarto de Pollo Superior;8;2;645.7506636348669
Muslo Entero;1;2;0.0
Muslo Entero;2;2;0.0
Muslo Entero;3;2;0.0
Muslo Entero;4;2;0.0
Muslo Entero;5;2;0.0
Muslo Entero;6;2;0.0
Muslo Entero;7;2;0.0
Muslo Entero;8;2;697.1408543268067
Pechuga Completa;1;2;0.0
Pechuga Completa;2;2;0.0
Pechuga Completa;3;2;0.0
Pechuga Completa;4;2;0.0
Pechuga Completa;5;2;0.0
Pechuga Completa;6;2;0.0
Pechuga Completa;7;2;0.0
Pechuga Completa;8;2;1798.997355443376
Ala Completa;1;2;0.0
Ala Completa;2;2;0.0
Ala Completa;3;2;0.0
Ala Completa;4;2;0.0
Ala Completa;5;2;0.0
Ala Completa;6;2;0.0
Ala Completa;7;2;0.0
Ala Completa;8;2;581.5349823235289
Media Pechuga;1;2;0.0
Media Pechuga;2;2;0.0
Media Pechuga;3;2;0.0
Media Pechuga;4;2;0.0
Media Pechuga;5;2;0.0
Media Pechuga;6;2;0.0
Media Pechuga;7;2;0.0
Media Pechuga;8;2;2062.65100257888
Blanqueta;1;2;0.0
Blanqueta;2;2;0.0
Blanqueta;3;2;0.0
Blanqueta;4;2;0.0
Blanqueta;5;2;0.0
Blanqueta;6;2;0.0
Blanqueta;7;2;0.0
Blanqueta;8;2;0.0
Alón;1;2;0.0
Alón;2;2;0.0
Alón;3;2;0.0
Alón;4;2;0.0
Alón;5;2;0.0
Alón;6;2;0.0
Alón;7;2;0.0
Alón;8;2;0.0
Punta;1;2;0.0
Punta;2;2;0.0
Punta;3;2;0.0
Punta;4;2;0.0
Punta;5;2;0.0
Punta;6;2;0.0
Punta;7;2;0.0
Punta;8;2;0.0
Jamoncito;1;2;0.0
Jamoncito;2;2;0.0
Jamoncito;3;2;0.0
Jamoncito;4;2;0.0
Jamoncito;5;2;0.0
Jamoncito;6;2;0.0
Jamoncito;7;2;0.0
Jamoncito;8;2;0.0
Medio Muslo;1;2;0.0
Medio Muslo;2;2;0.0
Medio Muslo;3;2;0.0
Medio Muslo;4;2;0.0
Medio Muslo;5;2;0.0
Medio Muslo;6;2;0.0
Medio Muslo;7;2;0.0
Medio Muslo;8;2;161.65154037333195
Entero;1;3;0.0
Entero;2;3;0.0
Entero;3;3;0.0
Entero;4;3;0.0
Entero;5;3;0.0
Entero;6;3;0.0
Entero;7;3;0.0
Entero;8;3;867.1213170756985
Medio Pollo;1;3;0.0
Medio Pollo;2;3;0.0
Medio Pollo;3;3;0.0
Medio Pollo;4;3;0.0
Medio Pollo;5;3;0.0
Medio Pollo;6;3;0.0
Medio Pollo;7;3;0.0
Medio Pollo;8;3;447.7362210151782
Medio Pollo Superior;1;3;0.0
Medio Pollo Superior;2;3;0.0
Medio Pollo Superior;3;3;0.0
Medio Pollo Superior;4;3;0.0
Medio Pollo Superior;5;3;0.0
Medio Pollo Superior;6;3;0.0
Medio Pollo Superior;7;3;0.0
Medio Pollo Superior;8;3;0.0
Medio Pollo Inferior;1;3;0.0
Medio Pollo Inferior;2;3;0.0
Medio Pollo Inferior;3;3;0.0
Medio Pollo Inferior;4;3;0.0
Medio Pollo Inferior;5;3;0.0
Medio Pollo Inferior;6;3;0.0
Medio Pollo Inferior;7;3;0.0
Medio Pollo Inferior;8;3;1208.1529697786527
Cuarto de Pollo Superior;1;3;0.0
Cuarto de Pollo Superior;2;3;0.0
Cuarto de Pollo Superior;3;3;0.0
Cuarto de Pollo Superior;4;3;0.0
Cuarto de Pollo Superior;5;3;0.0
Cuarto de Pollo Superior;6;3;0.0
Cuarto de Pollo Superior;7;3;71.11128577782506
Cuarto de Pollo Superior;8;3;1950.967741935484
Muslo Entero;1;3;0.0
Muslo Entero;2;3;0.0
Muslo Entero;3;3;0.0
Muslo Entero;4;3;0.0
Muslo Entero;5;3;0.0
Muslo Entero;6;3;0.0
Muslo Entero;7;3;0.0
Muslo Entero;8;3;305.7070755233881
Pechuga Completa;1;3;0.0
Pechuga Completa;2;3;0.0
Pechuga Completa;3;3;0.0
Pechuga Completa;4;3;0.0
Pechuga Completa;5;3;0.0
Pechuga Completa;6;3;0.0
Pechuga Completa;7;3;0.0
Pechuga Completa;8;3;0.0
Ala Completa;1;3;0.0
Ala Completa;2;3;0.0
Ala Completa;3;3;0.0
Ala Completa;4;3;0.0
Ala Completa;5;3;0.0
Ala Completa;6;3;0.0
Ala Completa;7;3;0.0
Ala Completa;8;3;638.0062243129988
Media Pechuga;1;3;0.0
Media Pechuga;2;3;0.0
Media Pechuga;3;3;0.0
Media Pechuga;4;3;0.0
Media Pechuga;5;3;0.0
Media Pechuga;6;3;0.0
Media Pechuga;7;3;0.0
Media Pechuga;8;3;437.9236743593415
Blanqueta;1;3;0.0
Blanqueta;2;3;0.0
Blanqueta;3;3;0.0
Blanqueta;4;3;0.0
Blanqueta;5;3;0.0
Blanqueta;6;3;0.0
Blanqueta;7;3;0.0
Blanqueta;8;3;75.82109902251761
Alón;1;3;0.0
Alón;2;3;0.0
Alón;3;3;0.0
Alón;4;3;0.0
Alón;5;3;0.0
Alón;6;3;0.0
Alón;7;3;0.0
Alón;8;3;31.673204158332965
Punta;1;3;0.0
Punta;2;3;0.0
Punta;3;3;0.0
Punta;4;3;0.0
Punta;5;3;0.0
Punta;6;3;0.0
Punta;7;3;0.0
Punta;8;3;3.729960995405163
Jamoncito;1;3;0.0
Jamoncito;2;3;0.0
Jamoncito;3;3;0.0
Jamoncito;4;3;0.0
Jamoncito;5;3;0.0
Jamoncito;6;3;0.0
Jamoncito;7;3;0.0
Jamoncito;8;3;1255.4614394199139
Medio Muslo;1;3;0.0
Medio Muslo;2;3;0.0
Medio Muslo;3;3;0.0
Medio Muslo;4;3;0.0
Medio Muslo;5;3;0.0
Medio Muslo;6;3;0.0
Medio Muslo;7;3;0.0
Medio Muslo;8;3;1059.7471603930899
Entero;1;4;0.0
Entero;2;4;0.0
Entero;3;4;0.0
Entero;4;4;0.0
Entero;5;4;0.0
Entero;6;4;0.0
Entero;7;4;0.0
Entero;8;4;0.0
Medio Pollo;1;4;0.0
Medio Pollo;2;4;0.0
Medio Pollo;3;4;0.0
Medio Pollo;4;4;0.0
Medio Pollo;5;4;0.0
Medio Pollo;6;4;0.0
Medio Pollo;7;4;0.0
Medio Pollo;8;4;234.83894598522193
Medio Pollo Superior;1;4;0.0
Medio Pollo Superior;2;4;0.0
Medio Pollo Superior;3;4;0.0
Medio Pollo Superior;4;4;0.0
Medio Pollo Superior;5;4;0.0
Medio Pollo Superior;6;4;0.0
Medio Pollo Superior;7;4;0.0
Medio Pollo Superior;8;4;161.30542966994403
Medio Pollo Inferior;1;4;0.0
Medio Pollo Inferior;2;4;0.0
Medio Pollo Inferior;3;4;0.0
Medio Pollo Inferior;4;4;0.0
Medio Pollo Inferior;5;4;0.0
Medio Pollo Inferior;6;4;0.0
Medio Pollo Inferior;7;4;0.0
Medio Pollo Inferior;8;4;0.0
Cuarto de Pollo Superior;1;4;0.0
Cuarto de Pollo Superior;2;4;0.0
Cuarto de Pollo Superior;3;4;0.0
Cuarto de Pollo Superior;4;4;0.0
Cuarto de Pollo Superior;5;4;0.0
Cuarto de Pollo Superior;6;4;0.0
Cuarto de Pollo Superior;7;4;0.0
Cuarto de Pollo Superior;8;4;0.0
Muslo Entero;1;4;0.0
Muslo Entero;2;4;0.0
Muslo Entero;3;4;0.0
Muslo Entero;4;4;0.0
Muslo Entero;5;4;0.0
Muslo Entero;6;4;0.0
Muslo Entero;7;4;0.0
Muslo Entero;8;4;0.0
Pechuga Completa;1;4;0.0
Pechuga Completa;2;4;0.0
Pechuga Completa;3;4;0.0
Pechuga Completa;4;4;0.0
Pechuga Completa;5;4;0.0
Pechuga Completa;6;4;0.0
Pechuga Completa;7;4;0.0
Pechuga Completa;8;4;224.2261216301058
Ala Completa;1;4;0.0
Ala Completa;2;4;0.0
Ala Completa;3;4;0.0
Ala Completa;4;4;0.0
Ala Completa;5;4;0.0
Ala Completa;6;4;0.0
Ala Completa;7;4;0.0
Ala Completa;8;4;852.851965827036
Media Pechuga;1;4;0.0
Media Pechuga;2;4;0.0
Media Pechuga;3;4;0.0
Media Pechuga;4;4;0.0
Media Pechuga;5;4;0.0
Media Pechuga;6;4;0.0
Media Pechuga;7;4;0.0
Media Pechuga;8;4;2189.2672906856824
Blanqueta;1;4;0.0
Blanqueta;2;4;0.0
Blanqueta;3;4;0.0
Blanqueta;4;4;0.0
Blanqueta;5;4;0.0
Blanqueta;6;4;0.0
Blanqueta;7;4;0.0
Blanqueta;8;4;55.131755461416844
Alón;1;4;0.0
Alón;2;4;0.0
Alón;3;4;0.0
Alón;4;4;0.0
Alón;5;4;0.0
Alón;6;4;0.0
Alón;7;4;0.0
Alón;8;4;0.0
Punta;1;4;0.0
Punta;2;4;0.0
Punta;3;4;0.0
Punta;4;4;0.0
Punta;5;4;0.0
Punta;6;4;0.0
Punta;7;4;7.262987034561853
Punta;8;4;11.363440860215054
Jamoncito;1;4;0.0
Jamoncito;2;4;0.0
Jamoncito;3;4;0.0
Jamoncito;4;4;0.0
Jamoncito;5;4;0.0
Jamoncito;6;4;0.0
Jamoncito;7;4;0.0
Jamoncito;8;4;106.35625231006406
Medio Muslo;1;4;0.0
Medio Muslo;2;4;0.0
Medio Muslo;3;4;0.0
Medio Muslo;4;4;0.0
Medio Muslo;5;4;0.0
Medio Muslo;6;4;0.0
Medio Muslo;7;4;0.0
Medio Muslo;8;4;1050.652448741714
Entero;1;5;0.0
Entero;2;5;0.0
Entero;3;5;0.0
Entero;4;5;0.0
Entero;5;5;0.0
Entero;6;5;0.0
Entero;7;5;0.0
Entero;8;5;0.0
Medio Pollo;1;5;0.0
Medio Pollo;2;5;0.0
Medio Pollo;3;5;0.0
Medio Pollo;4;5;0.0
Medio Pollo;5;5;0.0
Medio Pollo;6;5;0.0
Medio Pollo;7;5;0.0
Medio Pollo;8;5;274.38262711250036
Medio Pollo Superior;1;5;0.0
Medio Pollo Superior;2;5;0.0
Medio Pollo Superior;3;5;0.0
Medio Pollo Superior;4;5;0.0
Medio Pollo Superior;5;5;0.0
Medio Pollo Superior;6;5;0.0
Medio Pollo Superior;7;5;0.0
Medio Pollo Superior;8;5;799.6172890704565
Medio Pollo Inferior;1;5;0.0
Medio Pollo Inferior;2;5;0.0
Medio Pollo Inferior;3;5;0.0
Medio Pollo Inferior;4;5;0.0
Medio Pollo Inferior;5;5;0.0
Medio Pollo Inferior;6;5;0.0
Medio Pollo Inferior;7;5;0.0
Medio Pollo Inferior;8;5;942.3211597152288
Cuarto de Pollo Superior;1;5;0.0
Cuarto de Pollo Superior;2;5;0.0
Cuarto de Pollo Superior;3;5;0.0
Cuarto de Pollo Superior;4;5;0.0
Cuarto de Pollo Superior;5;5;0.0
Cuarto de Pollo Superior;6;5;0.0
Cuarto de Pollo Superior;7;5;0.0
Cuarto de Pollo Superior;8;5;440.5935131185497
Muslo Entero;1;5;0.0
Muslo Entero;2;5;0.0
Muslo Entero;3;5;0.0
Muslo Entero;4;5;0.0
Muslo Entero;5;5;0.0
Muslo Entero;6;5;0.0
Muslo Entero;7;5;0.0
Muslo Entero;8;5;522.4470357647742
Pechuga Completa;1;5;0.0
Pechuga Completa;2;5;0.0
Pechuga Completa;3;5;0.0
Pechuga Completa;4;5;0.0
Pechuga Completa;5;5;0.0
Pechuga Completa;6;5;0.0
Pechuga Completa;7;5;234.3214283385878
Pechuga Completa;8;5;2460.0
Ala Completa;1;5;0.0
Ala Completa;2;5;0.0
Ala Completa;3;5;0.0
Ala Completa;4;5;0.0
Ala Completa;5;5;0.0
Ala Completa;6;5;0.0
Ala Completa;7;5;0.0
Ala Completa;8;5;177.73515214994086
Media Pechuga;1;5;0.0
Media Pechuga;2;5;0.0
Media Pechuga;3;5;0.0
Media Pechuga;4;5;0.0
Media Pechuga;5;5;0.0
Media Pechuga;6;5;0.0
Media Pechuga;7;5;0.0
Media Pechuga;8;5;0.0
Blanqueta;1;5;0.0
Blanqueta;2;5;0.0
Blanqueta;3;5;0.0
Blanqueta;4;5;0.0
Blanqueta;5;5;0.0
Blanqueta;6;5;0.0
Blanqueta;7;5;0.0
Blanqueta;8;5;8.815096888759129
Alón;1;5;0.0
Alón;2;5;0.0
Alón;3;5;0.0
Alón;4;5;0.0
Alón;5;5;0.0
Alón;6;5;0.0
Alón;7;5;0.0
Alón;8;5;11.003372642480866
Punta;1;5;0.0
Punta;2;5;0.0
Punta;3;5;0.0
Punta;4;5;0.0
Punta;5;5;0.0
Punta;6;5;0.0
Punta;7;5;0.0
Punta;8;5;7.481632558227905
Jamoncito;1;5;0.0
Jamoncito;2;5;0.0
Jamoncito;3;5;0.0
Jamoncito;4;5;0.0
Jamoncito;5;5;0.0
Jamoncito;6;5;0.0
Jamoncito;7;5;0.0
Jamoncito;8;5;0.0
Medio Muslo;1;5;0.0
Medio Muslo;2;5;0.0
Medio Muslo;3;5;0.0
Medio Muslo;4;5;0.0
Medio Muslo;5;5;0.0
Medio Muslo;6;5;0.0
Medio Muslo;7;5;0.0
Medio Muslo;8;5;0.0
